TEXT100_128,7879081401,5957042420,5889568488,5893258796,5900666603,5906673179,6070859903,6056871949,6044217534,6036198493,6130914690,6000653761,6004677676,6010965088,5992086714
TEXT250_128,5771790003,5768839358,5776306903,5778065570,5750112055,5815496396,5849450928,5861861572,5706580353,5814829175,5741380606,5728454465,5730864512,5668038330,5754156261
TEXT500_128,5962609998,5898313617,5846915220,5883997848,5913571493,5906744715,5868451928,5924904027,5795920079,5855541101,5954434758,5498284665,5910959619,5908300880,5868164311
TEXT750_128,5877925972,5551487848,5878115503,5840256261,5863605866,5858984904,5850785375,5887799354,5939190184,5850887159,5848565105,6026111898,5608170511,5812097675,5817887013
TEXT1000_128,5796660451,5902945301,5796233940,5755966402,5698630520,5912350063,5746911187,5790501801,5675117385,5843302324,5747697482,5685369512,5689799059,5758099007,5739001482
TEXT2500_128,5637067493,5724796591,5677392814,5774706464,5712912625,5675347028,5721276327,5754753236,5705349849,5838159397,5683412427,5789101576,5667327491,5737361074,5693879950
TEXT5000_128,5633115816,5656468961,5709826324,5714029704,5765659542,5649599254,5705613509,5691354774,5670270349,5682260067,5706061766,5644885848,5685754740,5727838825,5678800821
ARTICLE_250_128,5470053778,5553693055,5577213847,5655997323,5688976069,5715678516,5698334017,5717086207,5671162039,5766543886,5658784109,5612006102,5450732115,5570218075,5604616271
ARTICLE_500_128,5552778338,5592307040,5619818464,5568543963,5579801871,5614914587,5649550989,5571920506,5631190184,5573726392,5578020691,5561514079,5591262402,5565642510,5653917781
ARTICLE_750_128,5656307547,5624649443,5620277847,5551072674,5562234703,5711829670,5709709302,5746885787,5679267430,5627348138,5690915743,5724580700,5593146043,5723904930,5672117017
ARTICLE_1000_128,5686920554,5676650722,5655143652,5668981373,5655263031,5688936177,5714833904,5731437967,5685294780,5702765459,5729071631,5680316934,5672469917,5696257975,5671100136
ARTICLE_2500_128,5880249708,5791341788,5799281783,5851410394,5907080582,5905197040,5993701237,6072542353,6036674209,5993635739,6226436159,6063903858,6043057648,5941596399,5931901349
ARTICLE_5000_128,6026931101,6050460993,6133168743,6169709907,6151294163,6089698639,6104008224,6169028689,6091434025,6110537491,6168248491,6142667690,6152873723,6112825327,6183143497
