SEQ,7375126000,7342949700,7338052800,7351780200,7339268400,7344785800,7352718500,7338993000,7328934200,7331649600,7335697100,7361186500,7327661900,7336675800,7348970700,7334747800,7346885900,7319707300,7325375300,7343469500,7329168200,7341495400,7334722100,7438816000,7473457000,7407484000,7392316800,7415000700,7380519400,7392241700,7373412800,7343915300,7437613500,7351153500,7427897800
ARTICLE1,9293184900,9256873700,9243327900,9211492500,9212061500,9221709600,9202414100,9217527400,9215110300,9220950600,9197198700,9218577800,9207258000,9199667700,9199053600,9205999700,9206939100,9244796800,9220267500,9227107000,9205405100,9208251000,9197157500,9204640500,9193519200,9218965100,9212412900,9212021500,9216972300,9217669700,9206703700,9248082800,9318386200,9271081300,9304160600
TEXT1,48159459200,43399633700,43300308600,42960787200,42788842100,42806471500,42824601100,42770076200,43012425800,42844377900,43313013800,43931888200,42805590900,42847904900,42856365900,42850025200,42868061400,42903075800,42775399100,43057540700,42798593100,42759598700,42792362600,42783903400,42739979500,42775117400,42785209000,42767123900,42773914800,43771725300,43078071800,43271251700,43633945000,43046235000,43474015100
ARTICLE4,2577833500,2603450600,2509109200,2570425400,2712953800,2732223200,2664414200,2622040700,2680987400,2614487600,2754294200,2645558700,2698759100,2840799900,2756966800,2609455800,2641095800,2680148100,2577561400,2499715700,2713408200,2624672300,2540416500,2540934600,2853761300,2642655600,2517712900,2598517900,2714084300,2585514000,2649758200,2654838900,2561861900,2696572300,2539401600
TEXT4,13052849100,13171813900,13406887800,13019640800,12502204600,12718863900,12267535200,12199597400,12361962500,12637594900,11842697100,13001606400,11944298700,11862051300,11688946000,11624991200,11762779700,12535890300,12140295700,11925961700,12295217000,12142328700,12405075500,11782409700,11991532800,12409536800,11925416800,12256366800,11673920700,12070029800,12062795800,12071663500,12218491900,12397354300,12645202300
ARTICLE8,1727188000,1734514600,1721036000,1724107300,1728582600,1738367100,1728314100,1699443300,1721832700,1757625200,1713148400,1727537700,1722751100,1720273200,1768904200,1732326100,1720541500,1736222300,1729436500,1720456600,1735809400,1721439100,1746108900,1734372700,1722018300,1716470700,1729413900,1743314300,1725986900,1713767700,1745007200,1731818700,1742440700,1737006600,1739349700
TEXT8,8256650800,8212687600,8197213800,8211827800,8195470600,9329368100,9254650700,9217494400,9325017900,8199976700,8171350200,8164941400,8166669300,8227621200,8232964700,8229522300,8300611000,8374676000,8308369800,8291429800,8330328800,8330067800,8297561300,8324091700,8292415200,8275078400,8267455600,8259639400,8281140800,8241198200,8214488200,8208015800,8199189400,8211511500,8212396900
ARTICLE12,1395234200,1500862500,1371838300,1422789100,1406423700,1391173500,1384986600,1442101400,1561182800,1408897000,1409512700,1489309200,1443859000,1402187300,1371878400,1377441000,1402291600,1379896200,1424410900,1397320400,1574266200,1503945000,1435699500,1389326600,1398571700,1400902100,1474480100,1427818900,1404435400,1428316800,1452400700,1407574000,1392771200,1546330400,1415175100
TEXT12,9264837800,7538510600,7697503700,7509176000,7586696500,7603226100,7528096100,7685853800,7553085500,7487425400,7836271400,7502250000,7567825500,7562765600,7596934400,7498042800,7584060900,7582981400,7535120200,7499830900,7522126700,7468977200,7746641500,7494812600,7527243900,7526840200,7506361600,7524444100,7739675800,7588652800,7531472900,7493721900,7583999300,7485569700,7757359300
TEXT_500_12,1464880000,1467224100,1499319400,1599962300,1515090300,1518864700,1538825200,1445734300,1509061600,1460356800,1513776600,1532858100,1472176800,1468147100,1491196700,1617817600,1514482600,1482889700,1527048800,1603414100,1489942400,1458540200,1487726500,1512655700,1476818600,1533777400,1516703700,1594976900,1635058500,1609512400,1506434800,1586521600,1491850200,1493952100,1612800300
TEXT_750_12,1510812900,1487493000,1464155800,1537691300,1456678700,1478129800,1524401700,1462314700,1519324600,1456282500,1669234000,1436094700,1631060100,1446564800,1436645400,1524403300,1450957800,1441375900,1448832100,1480069200,1510285200,1473745600,1437427200,1526662800,1427513100,1573052900,1496423100,1545793000,1436604200,1443773400,1503760500,1434101400,1425821800,1480904200,1452751800
TEXT_1000_12,1482707300,1448962100,1425364600,1443047400,1428265200,1440359100,1438488500,1435888100,1436315300,1428008700,1433519000,1485236200,1621591100,1546755200,1473682500,1460469000,1599462800,1433650600,1646946700,1438413200,1496600300,1450117800,1439114500,1450650300,1462174000,1471501800,1505924200,1541107900,1430945000,1453467200,1424174200,1426923500,1454348800,1413941000,1434577900
TEXT_2500_12,1487560200,1483735700,1428237700,1435736900,1506921400,1438886000,1476985500,1400868400,1424013700,1404826000,1458139200,1443698100,1395817100,1435857100,1421178500,1432695900,1456631600,1715765900,1423918300,1442673400,1466092700,1441518300,1411364500,1412938200,1491703200,1443665400,1491232600,1425568200,1433837700,1427168500,1513200800,1394505500,1417911000,1408343300,1479188800
TEXT_5000_12,1422989500,1405983600,1413174900,1427438000,1442923500,1414923500,1491930400,1428812100,1406233800,1415544600,1431670600,1416514800,1417127300,1416376900,1506040300,1439732800,1513168000,1479294200,1562203900,1410414900,1410151700,1456764600,1473776700,1457561400,1430955400,1422374900,1456862900,1473643200,1592698700,1667588600,1507432400,1444133700,1440009800,1412841100,1401520700
ARTICLE_500_12,1451345100,1439902100,1391887700,1386714300,1405647900,1568553500,1451288300,1403136800,1440739600,1400500900,1427085100,1402945800,1418117600,1411711100,1382418500,1458075800,1433844700,1392251700,1389348000,1420971300,1411942300,1396828200,1381671900,1579588200,1367462300,1396219500,1398516400,1417199900,1367084400,1400964800,1414836600,1373851000,1415435600,1453077300,1410043200
ARTICLE_750_12,1422755600,1369926500,1400061500,1406188300,1419203100,1374211500,1389816600,1376820300,1444266300,1437188300,1583532300,1400960400,1442617300,1416407300,1442680100,1478620200,1398603300,1378935200,1441924000,1416978900,1388126000,1406260800,1388259700,1393860100,1425661300,1382985500,1443267800,1394898900,1478577500,1413889300,1414273800,1540448000,1381913200,1422059500,1482256200
ARTICLE_1000_12,1434952100,1468489800,1410725000,1411110500,1453840700,1507625500,1417255000,1423738300,1435459400,1491968500,1392786900,1382415300,1451251900,1664043900,1370359900,1436617800,1403296100,1400592800,1486375300,1470860100,1394478600,1417834800,1389213900,1411213900,1387467300,1408419100,1401961900,1393974900,1371031800,1380494700,1377957700,1385792300,1380823200,1399989900,1422935300
ARTICLE_2500_12,1380040200,1394814200,1388216800,1434243600,1437597700,1388023900,1443413800,1387738500,1422109700,1769571000,1402686400,1457040400,1398177100,1430203600,1400241500,1401880500,1459090600,1423770700,1434467100,1396174500,1386836200,1419645700,1396091800,1400525400,1425947600,1387824200,1388141200,1423375400,1394404900,1432934400,1416371900,1435583700,1412048500,1394603200,1411271700
ARTICLE_5000_12,1423153100,1403834800,1432731100,1377623800,1435350000,1405342600,1462263700,1418019100,1382653100,1403359900,1452954000,1428668200,1428808500,1391992400,1428218000,1422455000,1436038300,1384812700,1440563200,1406178400,1421153600,1460209600,1395600200,1423411400,1396251300,1386692000,1507071800,1432500900,1427840500,1505771900,1426812100,1462654400,1447145500,1388991500,1447630500
TEXT_2500_4,2687915700,2776529800,2640719800,2580091000,2614138200,2674062800,2630841400,2786593300,2885664600,2591177400,2653249400,2647392900,2597681200,2664778800,2661026300,2599994300,2635905300,2603372100,2692925900,2650358500,2613329100,2728139800,2622494600,2681218900,2605663600,2685755700,2578555500,2676861700,2607335000,2757765700,2660803900,2693069200,2625867000,2628236500,2653575900
ARTICLE_750_4,2610989400,2632991000,2589411900,2590962500,2626324200,2710889400,2582145600,2628899300,2560850700,2807970300,2597558900,2620860800,2596697400,2597793200,2572301600,2589088300,2592466900,2582013700,2635628300,2607275900,2825056100,2613593800,2561224900,2617894800,2717587100,2532728300,2612421700,2683508000,2543817200,2591403800,2625020500,2608377400,2570507100,2585400100,2590849000
TEXT_2500_8,1844135400,1893936800,1833573100,1908798100,1845645100,1856097500,1862660900,1847717500,1874857800,1874265100,1853658800,1837286200,1841575400,1847205000,1846063000,1897139400,1829258600,1884693100,1852303000,1848730000,1832229300,1846049600,1833506900,1873506000,1862292300,1847549100,1848589700,1856254300,1843176900,1872201300,1840235200,1879578700,1865158900,1886267000,1865647000
ARTICLE_750_8,1827411300,1841620200,1810329600,1884079000,1832466300,1843215600,1899025800,1876771600,1846399500,1829876000,1853449500,1835959300,1829677300,1848738600,1858138700,1886015200,1842152600,1818371800,1823253300,1829492900,1833756600,1829993100,1847266700,1820932500,1850716000,1866494900,1826627200,1812015900,1827996100,1837145500,1831672200,1830176100,1830726100,1829555300,1840266100
